,item_id
17466,HOBBIES_1_318_TX_3
17467,HOBBIES_1_318_WI_1
17468,HOBBIES_1_318_WI_2
17469,HOBBIES_1_318_WI_3
17470,HOBBIES_1_319_CA_1
17471,HOBBIES_1_319_CA_2
17472,HOBBIES_1_319_CA_3
17473,HOBBIES_1_319_CA_4
17474,HOBBIES_1_319_TX_1
17475,HOBBIES_1_319_TX_2
17476,HOBBIES_1_319_TX_3
17477,HOBBIES_1_319_WI_1
17478,HOBBIES_1_319_WI_2
17479,HOBBIES_1_319_WI_3
17480,HOBBIES_1_320_CA_1
17481,HOBBIES_1_320_CA_2
17482,HOBBIES_1_320_CA_3
17483,HOBBIES_1_320_CA_4
17484,HOBBIES_1_320_TX_1
17485,HOBBIES_1_320_TX_2
17486,HOBBIES_1_320_TX_3
17487,HOBBIES_1_320_WI_1
17488,HOBBIES_1_320_WI_2
17489,HOBBIES_1_320_WI_3
17490,HOBBIES_1_321_CA_1
17491,HOBBIES_1_321_CA_2
17492,HOBBIES_1_321_CA_3
17493,HOBBIES_1_321_CA_4
17494,HOBBIES_1_321_TX_1
17495,HOBBIES_1_321_TX_2
17496,HOBBIES_1_321_TX_3
17497,HOBBIES_1_321_WI_1
17498,HOBBIES_1_321_WI_2
17499,HOBBIES_1_321_WI_3
17500,HOBBIES_1_322_CA_1
17501,HOBBIES_1_322_CA_2
17502,HOBBIES_1_322_CA_3
17503,HOBBIES_1_322_CA_4
17504,HOBBIES_1_322_TX_1
17505,HOBBIES_1_322_TX_2
17506,HOBBIES_1_322_TX_3
17507,HOBBIES_1_322_WI_1
17508,HOBBIES_1_322_WI_2
17509,HOBBIES_1_322_WI_3
17510,HOBBIES_1_323_CA_1
17511,HOBBIES_1_323_CA_2
17512,HOBBIES_1_323_CA_3
17513,HOBBIES_1_323_CA_4
17514,HOBBIES_1_323_TX_1
17515,HOBBIES_1_323_TX_2
17516,HOBBIES_1_323_TX_3
17517,HOBBIES_1_323_WI_1
17518,HOBBIES_1_323_WI_2
17519,HOBBIES_1_323_WI_3
17520,HOBBIES_1_324_CA_1
17521,HOBBIES_1_324_CA_2
17522,HOBBIES_1_324_CA_3
17523,HOBBIES_1_324_CA_4
17524,HOBBIES_1_324_TX_1
17525,HOBBIES_1_324_TX_2
17526,HOBBIES_1_324_TX_3
17527,HOBBIES_1_324_WI_1
17528,HOBBIES_1_324_WI_2
17529,HOBBIES_1_324_WI_3
17530,HOBBIES_1_325_CA_1
17531,HOBBIES_1_325_CA_2
17532,HOBBIES_1_325_CA_3
17533,HOBBIES_1_325_CA_4
17534,HOBBIES_1_325_TX_1
17535,HOBBIES_1_325_TX_2
17536,HOBBIES_1_325_TX_3
17537,HOBBIES_1_325_WI_1
17538,HOBBIES_1_325_WI_2
17539,HOBBIES_1_325_WI_3
17540,HOBBIES_1_326_CA_1
17541,HOBBIES_1_326_CA_2
17542,HOBBIES_1_326_CA_3
17543,HOBBIES_1_326_CA_4
17544,HOBBIES_1_326_TX_1
17545,HOBBIES_1_326_TX_2
17546,HOBBIES_1_326_TX_3
17547,HOBBIES_1_326_WI_1
17548,HOBBIES_1_326_WI_2
17549,HOBBIES_1_326_WI_3
17550,HOBBIES_1_327_CA_1
17551,HOBBIES_1_327_CA_2
17552,HOBBIES_1_327_CA_3
17553,HOBBIES_1_327_CA_4
17554,HOBBIES_1_327_TX_1
17555,HOBBIES_1_327_TX_2
17556,HOBBIES_1_327_TX_3
17557,HOBBIES_1_327_WI_1
17558,HOBBIES_1_327_WI_2
17559,HOBBIES_1_327_WI_3
17560,HOBBIES_1_328_CA_1
17561,HOBBIES_1_328_CA_2
17562,HOBBIES_1_328_CA_3
17563,HOBBIES_1_328_CA_4
17564,HOBBIES_1_328_TX_1
17565,HOBBIES_1_328_TX_2
17566,HOBBIES_1_328_TX_3
17567,HOBBIES_1_328_WI_1
17568,HOBBIES_1_328_WI_2
17569,HOBBIES_1_328_WI_3
17570,HOBBIES_1_329_CA_1
17571,HOBBIES_1_329_CA_2
17572,HOBBIES_1_329_CA_3
17573,HOBBIES_1_329_CA_4
17574,HOBBIES_1_329_TX_1
17575,HOBBIES_1_329_TX_2
17576,HOBBIES_1_329_TX_3
17577,HOBBIES_1_329_WI_1
17578,HOBBIES_1_329_WI_2
17579,HOBBIES_1_329_WI_3
17580,HOBBIES_1_330_CA_1
17581,HOBBIES_1_330_CA_2
17582,HOBBIES_1_330_CA_3
17583,HOBBIES_1_330_CA_4
17584,HOBBIES_1_330_TX_1
17585,HOBBIES_1_330_TX_2
17586,HOBBIES_1_330_TX_3
17587,HOBBIES_1_330_WI_1
17588,HOBBIES_1_330_WI_2
17589,HOBBIES_1_330_WI_3
17590,HOBBIES_1_331_CA_1
17591,HOBBIES_1_331_CA_2
17592,HOBBIES_1_331_CA_3
17593,HOBBIES_1_331_CA_4
17594,HOBBIES_1_331_TX_1
17595,HOBBIES_1_331_TX_2
17596,HOBBIES_1_331_TX_3
17597,HOBBIES_1_331_WI_1
17598,HOBBIES_1_331_WI_2
17599,HOBBIES_1_331_WI_3
17600,HOBBIES_1_332_CA_1
17601,HOBBIES_1_332_CA_2
17602,HOBBIES_1_332_CA_3
17603,HOBBIES_1_332_CA_4
17604,HOBBIES_1_332_TX_1
17605,HOBBIES_1_332_TX_2
17606,HOBBIES_1_332_TX_3
17607,HOBBIES_1_332_WI_1
17608,HOBBIES_1_332_WI_2
17609,HOBBIES_1_332_WI_3
17610,HOBBIES_1_333_CA_1
17611,HOBBIES_1_333_CA_2
17612,HOBBIES_1_333_CA_3
17613,HOBBIES_1_333_CA_4
17614,HOBBIES_1_333_TX_1
17615,HOBBIES_1_333_TX_2
17616,HOBBIES_1_333_TX_3
17617,HOBBIES_1_333_WI_1
17618,HOBBIES_1_333_WI_2
17619,HOBBIES_1_333_WI_3
17620,HOBBIES_1_334_CA_1
17621,HOBBIES_1_334_CA_2
17622,HOBBIES_1_334_CA_3
17623,HOBBIES_1_334_CA_4
17624,HOBBIES_1_334_TX_1
17625,HOBBIES_1_334_TX_2
17626,HOBBIES_1_334_TX_3
17627,HOBBIES_1_334_WI_1
17628,HOBBIES_1_334_WI_2
17629,HOBBIES_1_334_WI_3
17630,HOBBIES_1_335_CA_1
17631,HOBBIES_1_335_CA_2
17632,HOBBIES_1_335_CA_3
17633,HOBBIES_1_335_CA_4
17634,HOBBIES_1_335_TX_1
17635,HOBBIES_1_335_TX_2
17636,HOBBIES_1_335_TX_3
17637,HOBBIES_1_335_WI_1
17638,HOBBIES_1_335_WI_2
17639,HOBBIES_1_335_WI_3
17640,HOBBIES_1_336_CA_1
17641,HOBBIES_1_336_CA_2
17642,HOBBIES_1_336_CA_3
17643,HOBBIES_1_336_CA_4
17644,HOBBIES_1_336_TX_1
17645,HOBBIES_1_336_TX_2
17646,HOBBIES_1_336_TX_3
17647,HOBBIES_1_336_WI_1
17648,HOBBIES_1_336_WI_2
17649,HOBBIES_1_336_WI_3
17650,HOBBIES_1_337_CA_1
17651,HOBBIES_1_337_CA_2
17652,HOBBIES_1_337_CA_3
17653,HOBBIES_1_337_CA_4
17654,HOBBIES_1_337_TX_1
17655,HOBBIES_1_337_TX_2
17656,HOBBIES_1_337_TX_3
17657,HOBBIES_1_337_WI_1
17658,HOBBIES_1_337_WI_2
17659,HOBBIES_1_337_WI_3
17660,HOBBIES_1_338_CA_1
17661,HOBBIES_1_338_CA_2
17662,HOBBIES_1_338_CA_3
17663,HOBBIES_1_338_CA_4
17664,HOBBIES_1_338_TX_1
17665,HOBBIES_1_338_TX_2
17666,HOBBIES_1_338_TX_3
17667,HOBBIES_1_338_WI_1
17668,HOBBIES_1_338_WI_2
17669,HOBBIES_1_338_WI_3
17670,HOBBIES_1_339_CA_1
17671,HOBBIES_1_339_CA_2
17672,HOBBIES_1_339_CA_3
17673,HOBBIES_1_339_CA_4
17674,HOBBIES_1_339_TX_1
17675,HOBBIES_1_339_TX_2
17676,HOBBIES_1_339_TX_3
17677,HOBBIES_1_339_WI_1
17678,HOBBIES_1_339_WI_2
17679,HOBBIES_1_339_WI_3
17680,HOBBIES_1_340_CA_1
17681,HOBBIES_1_340_CA_2
17682,HOBBIES_1_340_CA_3
17683,HOBBIES_1_340_CA_4
17684,HOBBIES_1_340_TX_1
17685,HOBBIES_1_340_TX_2
17686,HOBBIES_1_340_TX_3
17687,HOBBIES_1_340_WI_1
17688,HOBBIES_1_340_WI_2
17689,HOBBIES_1_340_WI_3
17690,HOBBIES_1_341_CA_1
17691,HOBBIES_1_341_CA_2
17692,HOBBIES_1_341_CA_3
17693,HOBBIES_1_341_CA_4
17694,HOBBIES_1_341_TX_1
17695,HOBBIES_1_341_TX_2
17696,HOBBIES_1_341_TX_3
17697,HOBBIES_1_341_WI_1
17698,HOBBIES_1_341_WI_2
17699,HOBBIES_1_341_WI_3
17700,HOBBIES_1_342_CA_1
17701,HOBBIES_1_342_CA_2
17702,HOBBIES_1_342_CA_3
17703,HOBBIES_1_342_CA_4
17704,HOBBIES_1_342_TX_1
17705,HOBBIES_1_342_TX_2
17706,HOBBIES_1_342_TX_3
17707,HOBBIES_1_342_WI_1
17708,HOBBIES_1_342_WI_2
17709,HOBBIES_1_342_WI_3
17710,HOBBIES_1_343_CA_1
17711,HOBBIES_1_343_CA_2
17712,HOBBIES_1_343_CA_3
17713,HOBBIES_1_343_CA_4
17714,HOBBIES_1_343_TX_1
17715,HOBBIES_1_343_TX_2
17716,HOBBIES_1_343_TX_3
17717,HOBBIES_1_343_WI_1
17718,HOBBIES_1_343_WI_2
17719,HOBBIES_1_343_WI_3
17720,HOBBIES_1_344_CA_1
17721,HOBBIES_1_344_CA_2
17722,HOBBIES_1_344_CA_3
17723,HOBBIES_1_344_CA_4
17724,HOBBIES_1_344_TX_1
17725,HOBBIES_1_344_TX_2
17726,HOBBIES_1_344_TX_3
17727,HOBBIES_1_344_WI_1
17728,HOBBIES_1_344_WI_2
17729,HOBBIES_1_344_WI_3
17730,HOBBIES_1_345_CA_1
17731,HOBBIES_1_345_CA_2
17732,HOBBIES_1_345_CA_3
17733,HOBBIES_1_345_CA_4
17734,HOBBIES_1_345_TX_1
17735,HOBBIES_1_345_TX_2
17736,HOBBIES_1_345_TX_3
17737,HOBBIES_1_345_WI_1
17738,HOBBIES_1_345_WI_2
17739,HOBBIES_1_345_WI_3
17740,HOBBIES_1_346_CA_1
17741,HOBBIES_1_346_CA_2
17742,HOBBIES_1_346_CA_3
17743,HOBBIES_1_346_CA_4
17744,HOBBIES_1_346_TX_1
17745,HOBBIES_1_346_TX_2
17746,HOBBIES_1_346_TX_3
17747,HOBBIES_1_346_WI_1
17748,HOBBIES_1_346_WI_2
17749,HOBBIES_1_346_WI_3
17750,HOBBIES_1_347_CA_1
17751,HOBBIES_1_347_CA_2
17752,HOBBIES_1_347_CA_3
17753,HOBBIES_1_347_CA_4
17754,HOBBIES_1_347_TX_1
17755,HOBBIES_1_347_TX_2
17756,HOBBIES_1_347_TX_3
17757,HOBBIES_1_347_WI_1
17758,HOBBIES_1_347_WI_2
17759,HOBBIES_1_347_WI_3
17760,HOBBIES_1_348_CA_1
17761,HOBBIES_1_348_CA_2
17762,HOBBIES_1_348_CA_3
17763,HOBBIES_1_348_CA_4
17764,HOBBIES_1_348_TX_1
17765,HOBBIES_1_348_TX_2
17766,HOBBIES_1_348_TX_3
17767,HOBBIES_1_348_WI_1
17768,HOBBIES_1_348_WI_2
17769,HOBBIES_1_348_WI_3
17770,HOBBIES_1_349_CA_1
17771,HOBBIES_1_349_CA_2
17772,HOBBIES_1_349_CA_3
17773,HOBBIES_1_349_CA_4
17774,HOBBIES_1_349_TX_1
17775,HOBBIES_1_349_TX_2
17776,HOBBIES_1_349_TX_3
17777,HOBBIES_1_349_WI_1
17778,HOBBIES_1_349_WI_2
17779,HOBBIES_1_349_WI_3
17780,HOBBIES_1_350_CA_1
17781,HOBBIES_1_350_CA_2
17782,HOBBIES_1_350_CA_3
17783,HOBBIES_1_350_CA_4
17784,HOBBIES_1_350_TX_1
17785,HOBBIES_1_350_TX_2
17786,HOBBIES_1_350_TX_3
17787,HOBBIES_1_350_WI_1
17788,HOBBIES_1_350_WI_2
17789,HOBBIES_1_350_WI_3
17790,HOBBIES_1_351_CA_1
17791,HOBBIES_1_351_CA_2
17792,HOBBIES_1_351_CA_3
17793,HOBBIES_1_351_CA_4
17794,HOBBIES_1_351_TX_1
17795,HOBBIES_1_351_TX_2
17796,HOBBIES_1_351_TX_3
17797,HOBBIES_1_351_WI_1
17798,HOBBIES_1_351_WI_2
17799,HOBBIES_1_351_WI_3
17800,HOBBIES_1_352_CA_1
17801,HOBBIES_1_352_CA_2
17802,HOBBIES_1_352_CA_3
17803,HOBBIES_1_352_CA_4
17804,HOBBIES_1_352_TX_1
17805,HOBBIES_1_352_TX_2
17806,HOBBIES_1_352_TX_3
17807,HOBBIES_1_352_WI_1
17808,HOBBIES_1_352_WI_2
17809,HOBBIES_1_352_WI_3
17810,HOBBIES_1_353_CA_1
17811,HOBBIES_1_353_CA_2
17812,HOBBIES_1_353_CA_3
17813,HOBBIES_1_353_CA_4
17814,HOBBIES_1_353_TX_1
17815,HOBBIES_1_353_TX_2
17816,HOBBIES_1_353_TX_3
17817,HOBBIES_1_353_WI_1
17818,HOBBIES_1_353_WI_2
17819,HOBBIES_1_353_WI_3
17820,HOBBIES_1_354_CA_1
17821,HOBBIES_1_354_CA_2
17822,HOBBIES_1_354_CA_3
17823,HOBBIES_1_354_CA_4
17824,HOBBIES_1_354_TX_1
17825,HOBBIES_1_354_TX_2
17826,HOBBIES_1_354_TX_3
17827,HOBBIES_1_354_WI_1
17828,HOBBIES_1_354_WI_2
17829,HOBBIES_1_354_WI_3
17830,HOBBIES_1_355_CA_1
17831,HOBBIES_1_355_CA_2
17832,HOBBIES_1_355_CA_3
17833,HOBBIES_1_355_CA_4
17834,HOBBIES_1_355_TX_1
17835,HOBBIES_1_355_TX_2
17836,HOBBIES_1_355_TX_3
17837,HOBBIES_1_355_WI_1
17838,HOBBIES_1_355_WI_2
17839,HOBBIES_1_355_WI_3
17840,HOBBIES_1_356_CA_1
17841,HOBBIES_1_356_CA_2
17842,HOBBIES_1_356_CA_3
17843,HOBBIES_1_356_CA_4
17844,HOBBIES_1_356_TX_1
17845,HOBBIES_1_356_TX_2
17846,HOBBIES_1_356_TX_3
17847,HOBBIES_1_356_WI_1
17848,HOBBIES_1_356_WI_2
17849,HOBBIES_1_356_WI_3
17850,HOBBIES_1_357_CA_1
17851,HOBBIES_1_357_CA_2
17852,HOBBIES_1_357_CA_3
17853,HOBBIES_1_357_CA_4
17854,HOBBIES_1_357_TX_1
17855,HOBBIES_1_357_TX_2
17856,HOBBIES_1_357_TX_3
17857,HOBBIES_1_357_WI_1
17858,HOBBIES_1_357_WI_2
17859,HOBBIES_1_357_WI_3
17860,HOBBIES_1_358_CA_1
17861,HOBBIES_1_358_CA_2
17862,HOBBIES_1_358_CA_3
17863,HOBBIES_1_358_CA_4
17864,HOBBIES_1_358_TX_1
17865,HOBBIES_1_358_TX_2
17866,HOBBIES_1_358_TX_3
17867,HOBBIES_1_358_WI_1
17868,HOBBIES_1_358_WI_2
17869,HOBBIES_1_358_WI_3
17870,HOBBIES_1_359_CA_1
17871,HOBBIES_1_359_CA_2
17872,HOBBIES_1_359_CA_3
17873,HOBBIES_1_359_CA_4
17874,HOBBIES_1_359_TX_1
17875,HOBBIES_1_359_TX_2
17876,HOBBIES_1_359_TX_3
17877,HOBBIES_1_359_WI_1
17878,HOBBIES_1_359_WI_2
17879,HOBBIES_1_359_WI_3
17880,HOBBIES_1_360_CA_1
17881,HOBBIES_1_360_CA_2
17882,HOBBIES_1_360_CA_3
17883,HOBBIES_1_360_CA_4
17884,HOBBIES_1_360_TX_1
17885,HOBBIES_1_360_TX_2
17886,HOBBIES_1_360_TX_3
17887,HOBBIES_1_360_WI_1
17888,HOBBIES_1_360_WI_2
17889,HOBBIES_1_360_WI_3
17890,HOBBIES_1_361_CA_1
17891,HOBBIES_1_361_CA_2
17892,HOBBIES_1_361_CA_3
17893,HOBBIES_1_361_CA_4
17894,HOBBIES_1_361_TX_1
17895,HOBBIES_1_361_TX_2
17896,HOBBIES_1_361_TX_3
17897,HOBBIES_1_361_WI_1
17898,HOBBIES_1_361_WI_2
17899,HOBBIES_1_361_WI_3
17900,HOBBIES_1_362_CA_1
17901,HOBBIES_1_362_CA_2
17902,HOBBIES_1_362_CA_3
17903,HOBBIES_1_362_CA_4
17904,HOBBIES_1_362_TX_1
17905,HOBBIES_1_362_TX_2
17906,HOBBIES_1_362_TX_3
17907,HOBBIES_1_362_WI_1
17908,HOBBIES_1_362_WI_2
17909,HOBBIES_1_362_WI_3
17910,HOBBIES_1_363_CA_1
17911,HOBBIES_1_363_CA_2
17912,HOBBIES_1_363_CA_3
17913,HOBBIES_1_363_CA_4
17914,HOBBIES_1_363_TX_1
17915,HOBBIES_1_363_TX_2
17916,HOBBIES_1_363_TX_3
17917,HOBBIES_1_363_WI_1
17918,HOBBIES_1_363_WI_2
17919,HOBBIES_1_363_WI_3
17920,HOBBIES_1_364_CA_1
17921,HOBBIES_1_364_CA_2
17922,HOBBIES_1_364_CA_3
17923,HOBBIES_1_364_CA_4
17924,HOBBIES_1_364_TX_1
17925,HOBBIES_1_364_TX_2
17926,HOBBIES_1_364_TX_3
17927,HOBBIES_1_364_WI_1
17928,HOBBIES_1_364_WI_2
17929,HOBBIES_1_364_WI_3
17930,HOBBIES_1_365_CA_1
17931,HOBBIES_1_365_CA_2
17932,HOBBIES_1_365_CA_3
17933,HOBBIES_1_365_CA_4
17934,HOBBIES_1_365_TX_1
17935,HOBBIES_1_365_TX_2
17936,HOBBIES_1_365_TX_3
17937,HOBBIES_1_365_WI_1
17938,HOBBIES_1_365_WI_2
17939,HOBBIES_1_365_WI_3
17940,HOBBIES_1_366_CA_1
17941,HOBBIES_1_366_CA_2
17942,HOBBIES_1_366_CA_3
17943,HOBBIES_1_366_CA_4
17944,HOBBIES_1_366_TX_1
17945,HOBBIES_1_366_TX_2
17946,HOBBIES_1_366_TX_3
17947,HOBBIES_1_366_WI_1
17948,HOBBIES_1_366_WI_2
17949,HOBBIES_1_366_WI_3
17950,HOBBIES_1_367_CA_1
17951,HOBBIES_1_367_CA_2
17952,HOBBIES_1_367_CA_3
17953,HOBBIES_1_367_CA_4
17954,HOBBIES_1_367_TX_1
17955,HOBBIES_1_367_TX_2
17956,HOBBIES_1_367_TX_3
17957,HOBBIES_1_367_WI_1
17958,HOBBIES_1_367_WI_2
17959,HOBBIES_1_367_WI_3
17960,HOBBIES_1_368_CA_1
17961,HOBBIES_1_368_CA_2
17962,HOBBIES_1_368_CA_3
17963,HOBBIES_1_368_CA_4
17964,HOBBIES_1_368_TX_1
17965,HOBBIES_1_368_TX_2
17966,HOBBIES_1_368_TX_3
17967,HOBBIES_1_368_WI_1
17968,HOBBIES_1_368_WI_2
17969,HOBBIES_1_368_WI_3
17970,HOBBIES_1_369_CA_1
17971,HOBBIES_1_369_CA_2
17972,HOBBIES_1_369_CA_3
17973,HOBBIES_1_369_CA_4
17974,HOBBIES_1_369_TX_1
17975,HOBBIES_1_369_TX_2
17976,HOBBIES_1_369_TX_3
17977,HOBBIES_1_369_WI_1
17978,HOBBIES_1_369_WI_2
17979,HOBBIES_1_369_WI_3
17980,HOBBIES_1_370_CA_1
17981,HOBBIES_1_370_CA_2
17982,HOBBIES_1_370_CA_3
17983,HOBBIES_1_370_CA_4
17984,HOBBIES_1_370_TX_1
17985,HOBBIES_1_370_TX_2
17986,HOBBIES_1_370_TX_3
17987,HOBBIES_1_370_WI_1
17988,HOBBIES_1_370_WI_2
17989,HOBBIES_1_370_WI_3
17990,HOBBIES_1_371_CA_1
17991,HOBBIES_1_371_CA_2
17992,HOBBIES_1_371_CA_3
17993,HOBBIES_1_371_CA_4
17994,HOBBIES_1_371_TX_1
17995,HOBBIES_1_371_TX_2
17996,HOBBIES_1_371_TX_3
17997,HOBBIES_1_371_WI_1
17998,HOBBIES_1_371_WI_2
17999,HOBBIES_1_371_WI_3
18000,HOBBIES_1_372_CA_1
18001,HOBBIES_1_372_CA_2
18002,HOBBIES_1_372_CA_3
18003,HOBBIES_1_372_CA_4
18004,HOBBIES_1_372_TX_1
18005,HOBBIES_1_372_TX_2
18006,HOBBIES_1_372_TX_3
18007,HOBBIES_1_372_WI_1
18008,HOBBIES_1_372_WI_2
18009,HOBBIES_1_372_WI_3
18010,HOBBIES_1_373_CA_1
18011,HOBBIES_1_373_CA_2
18012,HOBBIES_1_373_CA_3
18013,HOBBIES_1_373_CA_4
18014,HOBBIES_1_373_TX_1
18015,HOBBIES_1_373_TX_2
18016,HOBBIES_1_373_TX_3
18017,HOBBIES_1_373_WI_1
18018,HOBBIES_1_373_WI_2
18019,HOBBIES_1_373_WI_3
18020,HOBBIES_1_374_CA_1
18021,HOBBIES_1_374_CA_2
18022,HOBBIES_1_374_CA_3
18023,HOBBIES_1_374_CA_4
18024,HOBBIES_1_374_TX_1
18025,HOBBIES_1_374_TX_2
18026,HOBBIES_1_374_TX_3
18027,HOBBIES_1_374_WI_1
18028,HOBBIES_1_374_WI_2
18029,HOBBIES_1_374_WI_3
18030,HOBBIES_1_375_CA_1
18031,HOBBIES_1_375_CA_2
18032,HOBBIES_1_375_CA_3
18033,HOBBIES_1_375_CA_4
18034,HOBBIES_1_375_TX_1
18035,HOBBIES_1_375_TX_2
18036,HOBBIES_1_375_TX_3
18037,HOBBIES_1_375_WI_1
18038,HOBBIES_1_375_WI_2
18039,HOBBIES_1_375_WI_3
18040,HOBBIES_1_376_CA_1
18041,HOBBIES_1_376_CA_2
18042,HOBBIES_1_376_CA_3
18043,HOBBIES_1_376_CA_4
18044,HOBBIES_1_376_TX_1
18045,HOBBIES_1_376_TX_2
18046,HOBBIES_1_376_TX_3
18047,HOBBIES_1_376_WI_1
18048,HOBBIES_1_376_WI_2
18049,HOBBIES_1_376_WI_3
18050,HOBBIES_1_377_CA_1
18051,HOBBIES_1_377_CA_2
18052,HOBBIES_1_377_CA_3
18053,HOBBIES_1_377_CA_4
18054,HOBBIES_1_377_TX_1
18055,HOBBIES_1_377_TX_2
18056,HOBBIES_1_377_TX_3
18057,HOBBIES_1_377_WI_1
18058,HOBBIES_1_377_WI_2
18059,HOBBIES_1_377_WI_3
18060,HOBBIES_1_378_CA_1
18061,HOBBIES_1_378_CA_2
18062,HOBBIES_1_378_CA_3
18063,HOBBIES_1_378_CA_4
18064,HOBBIES_1_378_TX_1
18065,HOBBIES_1_378_TX_2
18066,HOBBIES_1_378_TX_3
18067,HOBBIES_1_378_WI_1
18068,HOBBIES_1_378_WI_2
18069,HOBBIES_1_378_WI_3
18070,HOBBIES_1_379_CA_1
18071,HOBBIES_1_379_CA_2
18072,HOBBIES_1_379_CA_3
18073,HOBBIES_1_379_CA_4
18074,HOBBIES_1_379_TX_1
18075,HOBBIES_1_379_TX_2
18076,HOBBIES_1_379_TX_3
18077,HOBBIES_1_379_WI_1
18078,HOBBIES_1_379_WI_2
18079,HOBBIES_1_379_WI_3
18080,HOBBIES_1_380_CA_1
18081,HOBBIES_1_380_CA_2
18082,HOBBIES_1_380_CA_3
18083,HOBBIES_1_380_CA_4
18084,HOBBIES_1_380_TX_1
18085,HOBBIES_1_380_TX_2
18086,HOBBIES_1_380_TX_3
18087,HOBBIES_1_380_WI_1
18088,HOBBIES_1_380_WI_2
18089,HOBBIES_1_380_WI_3
18090,HOBBIES_1_381_CA_1
18091,HOBBIES_1_381_CA_2
18092,HOBBIES_1_381_CA_3
18093,HOBBIES_1_381_CA_4
18094,HOBBIES_1_381_TX_1
18095,HOBBIES_1_381_TX_2
18096,HOBBIES_1_381_TX_3
18097,HOBBIES_1_381_WI_1
18098,HOBBIES_1_381_WI_2
18099,HOBBIES_1_381_WI_3
18100,HOBBIES_1_382_CA_1
18101,HOBBIES_1_382_CA_2
18102,HOBBIES_1_382_CA_3
18103,HOBBIES_1_382_CA_4
18104,HOBBIES_1_382_TX_1
18105,HOBBIES_1_382_TX_2
18106,HOBBIES_1_382_TX_3
18107,HOBBIES_1_382_WI_1
18108,HOBBIES_1_382_WI_2
18109,HOBBIES_1_382_WI_3
18110,HOBBIES_1_383_CA_1
18111,HOBBIES_1_383_CA_2
18112,HOBBIES_1_383_CA_3
18113,HOBBIES_1_383_CA_4
18114,HOBBIES_1_383_TX_1
18115,HOBBIES_1_383_TX_2
18116,HOBBIES_1_383_TX_3
18117,HOBBIES_1_383_WI_1
18118,HOBBIES_1_383_WI_2
18119,HOBBIES_1_383_WI_3
18120,HOBBIES_1_384_CA_1
18121,HOBBIES_1_384_CA_2
18122,HOBBIES_1_384_CA_3
18123,HOBBIES_1_384_CA_4
18124,HOBBIES_1_384_TX_1
18125,HOBBIES_1_384_TX_2
18126,HOBBIES_1_384_TX_3
18127,HOBBIES_1_384_WI_1
18128,HOBBIES_1_384_WI_2
18129,HOBBIES_1_384_WI_3
18130,HOBBIES_1_385_CA_1
18131,HOBBIES_1_385_CA_2
18132,HOBBIES_1_385_CA_3
18133,HOBBIES_1_385_CA_4
18134,HOBBIES_1_385_TX_1
18135,HOBBIES_1_385_TX_2
18136,HOBBIES_1_385_TX_3
18137,HOBBIES_1_385_WI_1
18138,HOBBIES_1_385_WI_2
18139,HOBBIES_1_385_WI_3
18140,HOBBIES_1_386_CA_1
18141,HOBBIES_1_386_CA_2
18142,HOBBIES_1_386_CA_3
18143,HOBBIES_1_386_CA_4
18144,HOBBIES_1_386_TX_1
18145,HOBBIES_1_386_TX_2
18146,HOBBIES_1_386_TX_3
18147,HOBBIES_1_386_WI_1
18148,HOBBIES_1_386_WI_2
18149,HOBBIES_1_386_WI_3
18150,HOBBIES_1_387_CA_1
18151,HOBBIES_1_387_CA_2
18152,HOBBIES_1_387_CA_3
18153,HOBBIES_1_387_CA_4
18154,HOBBIES_1_387_TX_1
18155,HOBBIES_1_387_TX_2
18156,HOBBIES_1_387_TX_3
18157,HOBBIES_1_387_WI_1
18158,HOBBIES_1_387_WI_2
18159,HOBBIES_1_387_WI_3
18160,HOBBIES_1_388_CA_1
18161,HOBBIES_1_388_CA_2
18162,HOBBIES_1_388_CA_3
18163,HOBBIES_1_388_CA_4
18164,HOBBIES_1_388_TX_1
18165,HOBBIES_1_388_TX_2
18166,HOBBIES_1_388_TX_3
18167,HOBBIES_1_388_WI_1
18168,HOBBIES_1_388_WI_2
18169,HOBBIES_1_388_WI_3
18170,HOBBIES_1_389_CA_1
18171,HOBBIES_1_389_CA_2
18172,HOBBIES_1_389_CA_3
18173,HOBBIES_1_389_CA_4
18174,HOBBIES_1_389_TX_1
18175,HOBBIES_1_389_TX_2
18176,HOBBIES_1_389_TX_3
18177,HOBBIES_1_389_WI_1
18178,HOBBIES_1_389_WI_2
18179,HOBBIES_1_389_WI_3
18180,HOBBIES_1_390_CA_1
18181,HOBBIES_1_390_CA_2
18182,HOBBIES_1_390_CA_3
18183,HOBBIES_1_390_CA_4
18184,HOBBIES_1_390_TX_1
18185,HOBBIES_1_390_TX_2
18186,HOBBIES_1_390_TX_3
18187,HOBBIES_1_390_WI_1
18188,HOBBIES_1_390_WI_2
18189,HOBBIES_1_390_WI_3
18190,HOBBIES_1_391_CA_1
18191,HOBBIES_1_391_CA_2
18192,HOBBIES_1_391_CA_3
18193,HOBBIES_1_391_CA_4
18194,HOBBIES_1_391_TX_1
18195,HOBBIES_1_391_TX_2
18196,HOBBIES_1_391_TX_3
18197,HOBBIES_1_391_WI_1
18198,HOBBIES_1_391_WI_2
18199,HOBBIES_1_391_WI_3
18200,HOBBIES_1_392_CA_1
18201,HOBBIES_1_392_CA_2
